edge2,edge1,id,Year
4166,59103,59103,2013
37897,59103,59103,2013
2914,59103,59103,2013
5738,59103,59103,2013
3208,59103,59103,2013
3623,59103,59103,2013
3964,59103,59103,2013
3285,59103,59103,2013
3435,59103,59103,2013
3350,59124,59124,2013
52251,59124,59124,2013
21960,59124,59124,2013
4095,59124,59124,2013
52293,59124,59124,2013
53806,59124,59124,2013
22134,59124,59124,2013
58716,59145,59145,2012
58806,59145,59145,2012
58558,59145,59145,2012
53264,59145,59145,2012
22312,59145,59145,2012
55388,59145,59145,2012
60411,59145,59145,2012
62300,59145,59145,2012
4122,59145,59145,2012
4016,59145,59145,2012
53134,59160,59160,2012
22387,59160,59160,2012
20172,59160,59160,2012
53363,59160,59160,2012
56025,59160,59160,2012
20966,59160,59160,2012
20307,59160,59160,2012
53704,59160,59160,2012
53803,59160,59160,2012
53598,59160,59160,2012
53781,59160,59160,2012
53288,59160,59160,2012
53483,59160,59160,2012
22763,59160,59160,2012
3959,59167,59167,2012
22409,59167,59167,2012
38011,59167,59167,2012
3922,59167,59167,2012
3332,59167,59167,2012
3333,59167,59167,2012
55442,59167,59167,2012
3087,59167,59167,2012
55992,59167,59167,2012
56223,59171,59171,2012
60726,59171,59171,2012
55629,59171,59171,2012
53131,59171,59171,2012
56042,59171,59171,2012
56223,59192,59192,2002
56161,59192,59192,2002
59223,59192,59192,2002
56161,59223,59223,2002
55603,59278,59278,2015
55616,59278,59278,2015
35037,59278,59278,2015
53951,59278,59278,2015
42501,59278,59278,2015
52623,59278,59278,2015
55820,59278,59278,2015
42238,59278,59278,2015
61836,59278,59278,2015
55581,59278,59278,2015
1388,59278,59278,2015
59308,59278,59278,2015
42501,59284,59284,2015
6242,59284,59284,2015
53954,59284,59284,2015
2280,59284,59284,2015
42948,59284,59284,2015
52623,59284,59284,2015
55581,59284,59284,2015
52280,59308,59308,2014
55603,59308,59308,2014
62586,59308,59308,2014
44386,59308,59308,2014
55616,59308,59308,2014
32801,59308,59308,2014
35037,59308,59308,2014
53951,59308,59308,2014
42501,59308,59308,2014
52623,59308,59308,2014
56167,59308,59308,2014
2075,59308,59308,2014
55581,59308,59308,2014
41910,59308,59308,2014
42020,59308,59308,2014
1912,59308,59308,2014
55997,59308,59308,2014
60048,59308,59308,2014
1982,59309,59309,2014
32599,59309,59309,2014
52743,59309,59309,2014
23318,59309,59309,2014
22773,59309,59309,2014
53954,59309,59309,2014
55820,59309,59309,2014
55870,59309,59309,2014
56081,59309,59309,2014
56127,59309,59309,2014
42432,59309,59309,2014
53497,59309,59309,2014
23318,59310,59310,2014
58508,59310,59310,2014
55820,59310,59310,2014
58820,59310,59310,2014
55870,59310,59310,2014
52742,59313,59313,2014
2082,59313,59313,2014
1855,59313,59313,2014
22577,59313,59313,2014
